ElementID	Dimension	Type Level 1	Type Level 2	Type Level 3	Type Level 4	Definition	Industry	Bildungsweg 1	Bildungsweg 2	Bildungsweg 3	Bildungsweg 4	Bildungsweg 5	Bildungsweg 6	Bildungsweg 7	Bildungsweg 8	Bildungsweg 9	Bildungsweg 10	Source	Connection SwissICT Model
1	knowledge			Umfrage Meinungsumfrage		Die Erfassung der Meinung der Öffentlichkeit oder zumindest einer repräsentativen Stichprobe zu einem bestimmten Thema.												http://data.europa.eu/esco/skill/91a36728-ce00-4293-bdac-4e24eced9c86	
1	knowledge			Bodenkunde Pedologie		Der Wissenschaftsbereich, in dem der Boden als natürliche Ressource untersucht wird; Bodenmerkmale, -bildung und -klassifikation Die Bodenkunde untersucht auch das physikalische, biologische und chemische Potenzial des Bodens.												http://data.europa.eu/esco/skill/91a6da8d-24dc-4453-9821-de305864677c	
1	knowledge			Schreibtechniken		Die verschiedenen Techniken zum Verfassen einer Geschichte wie die beschreibende Technik, die Überzeugungstechnik, die Ich-Perspektive und anderen Techniken.												http://data.europa.eu/esco/skill/91dd8397-063d-499c-83b9-0603a10d94ac	
1	knowledge			Schauspiel- und Regietechniken		Die Bandbreite der Übungs- und Probetechniken, die darauf abzielen, emotional ausdrucksstarke Darbietungen zu fördern. Techniken, die sämtlichen Aspekten bei der Produktion eines Films, eines Theaterstücks und einer Darbietung im allgemeinen Sinne Rechnung tragen. 												http://data.europa.eu/esco/skill/91fc256e-00ec-4367-b3b4-dcd564ed3fd2	
1	knowledge			Arten von Formmassen Arten von Preformfasern		Informationsbereich, der verschiedene Arten von Formmassen unterscheidet, z. B. dickwandige, spritzgepresste, thermogeformte und verarbeitete Fasern.												http://data.europa.eu/esco/skill/9203fdfa-f657-44e4-84b5-caa201dd365b	
1	knowledge			Getränke		Die angebotenen Getränke und ihre Funktionen, Eigenschaften und Rechts- und Verwaltungsvorschriften.												http://data.europa.eu/esco/skill/922032c3-9dfa-45dd-9bcd-f14dedf4709e	
1	knowledge			Numerologie		Die Beschäftigung mit Zahlen, deren okkulter Bedeutung und angeblichem Einfluss auf das Leben von Menschen.												http://data.europa.eu/esco/skill/92251935-f1e9-4588-9fc5-39d7923b234e	
1	knowledge			Techniken des Markenmarketings		Die Methoden und Systeme, die bei der Ermittlung und Schaffung einer Markenidentität für Marketingzwecke eingesetzt werden.												http://data.europa.eu/esco/skill/9242ad54-dc3d-41b3-9cfe-142fa8582511	
1	knowledge			"Positionen für chirurgische Eingriffe Positionen für operative Eingriffe
Positionen für operative Verfahren"		Die üblichen Positionen in Bezug auf chirurgische Eingriffe und die Verwendung geeigneter Geräte wie OP-Tische, Kopfhalter, Körperhalter und C-Bogen-Systeme, um die Position zu gewährleisten.												http://data.europa.eu/esco/skill/9244ef58-632a-4755-bb27-5336e325633a	
1	knowledge			"Software für integrierte Entwicklungsumgebungen Software der integrierten Entwicklungsumgebung
Software für die integrierte Entwicklungsumgebung
Anwendungsprogramme der integrierten Entwicklungsumgebung
Softwares für integrierte Entwicklungsumgebungen
IDE-Software CodeLite
Dev-C++
Anjuta
Philasmicos Entwickler Studio
Borland C++ Builder
DialogBlocks
Zeus IDE
VisualWX
MinGW Developer Studio
wxHatch
CodeForge
Code::Blocks
NetBeans
SPE"		Das Paket von Softwareentwicklungswerkzeugen für das Schreiben von Programmen, z. B. Compiler, Debugger, Code-Editor, Code-Highlights, die als Paket in eine einheitliche Benutzerschnittstelle eingebunden sind, z. B. Visual Studio oder Eclipse.												http://data.europa.eu/esco/skill/925463a7-d51f-4d5b-9f79-4d28cf30acde	
1	knowledge			Entgratmaschinenteile		Die verschiedenen Teile einer Maschine, die dazu bestimmt sind, die verbleibenden Ränder eines Werkstücks nach der Verarbeitung und der Glättung zu entfernen, z. B. Abrieb- oder Entgratbürste, Entgrattrommel, Absauger, starker Magnet usw.												http://data.europa.eu/esco/skill/92832235-47a8-427a-a71c-1f4de123143f	
1	knowledge			Orthopädie-Schuhtechnik		Schädigungen, die die Füße und die unteren Gliedmaßen betreffen, sowie die Anpassung von Schuhen und Hilfsmitteln, die zur Lösung dieser Beschwerden eingesetzt werden.												http://data.europa.eu/esco/skill/92b3842f-5b25-48a3-9ff4-b78a7cb55b4e	
1	knowledge			Herstellung von Stahltrommeln und ähnlichen Behältnissen		Herstellung von Kübeln, Dosen, Trommeln, Eimern, Kisten durch Metallverarbeitungsverfahren.												http://data.europa.eu/esco/skill/92e05418-6986-4374-b3e9-00becdf54b57	
1	knowledge			Keramikglasuren		Die Eigenschaften, die Verbindungen und die Anwendung unterschiedlicher Glasur-Arten wie Rohglasur und Frittenglasur.												http://data.europa.eu/esco/skill/92f8ebaa-da5f-4159-9b33-ac8dc4b9c84e	
1	knowledge			Feilentypen Arten von Feilen		Arten von Feilen, die für das Feilen von Metall-, Holz- oder Kunststoffwerkstoffen verwendet werden, z. B. Schlichtfeilen, Barettfeilen, Fischhautfeilen, Rundfeilen, Scharnierfeilen usw..												http://data.europa.eu/esco/skill/931d3046-8e66-4aca-bbf1-1dca032c8b15	
1	knowledge			europäische Klassifizierung der Binnenwasserstraßen		Verständnis der europäischen CEMT-Klassifizierung der Binnenwasserstraßen; Nutzung  moderner Informationssysteme, um die Abmessungen der Wasserstraße mit denen des Schiffes zu vergleichen.												http://data.europa.eu/esco/skill/9328d71d-e46c-47ff-b48a-af0da294d4f4	
1	knowledge			Frachtbranche		Verständnis der Frachtbranche und ihrer Interessenträger, der Struktur der Branche und der gemeinsamen Herausforderungen sowie der Tätigkeiten von Spediteuren, Luftfrachtabteilungen von Fluggesellschaften usw.												http://data.europa.eu/esco/skill/932c9ed1-3197-4b13-a558-bf147313fe88	
1	knowledge			radiologische Verfahren strahlenmedizinische Verfahren		Die radiologischen Verfahren mit digitalen Bildgebungsverfahren und anderen bildgebenden Verfahren.												http://data.europa.eu/esco/skill/932e60c4-118a-4280-8e49-38a16a0c73d0	
1	knowledge			Grovo		Das Lernmanagementsystem „Grovo“ ist eine E-Learning-Plattform für die Schaffung, Verwaltung, Organisation, Berichterstattung und Bereitstellung von E-Learning-Kursen oder Schulungsprogrammen.												http://data.europa.eu/esco/skill/933efc5f-a797-4581-8a8b-c08956ff7d58	
1	knowledge			Lagerung unter Luftabschluss		Lagerung unter Luftabschluss zur Verhinderung des Eindringens oder Entweichens von Luft oder Gas, um das Eindringen von Feuchtigkeit und Ungeziefer zu erschweren.												http://data.europa.eu/esco/skill/9375f778-ed38-41f6-b58f-795cede40e51	
1	knowledge			Wartung von Maschinen zur Herstellung von Schuhwerk		Der Aufbau und die Funktionsweise der verschiedenen Maschinen zur Herstellung von Schuhwerk; Fehleranalyse, Reparaturprozesse und Komponenten-/Teiletausch sowie routinemäßiges Schmieren, vorbeugende und korrektive Instandhaltung und Überprüfung der Funktionsbedingungen und der Leistung. 												http://data.europa.eu/esco/skill/9379afee-37fd-419c-8c83-76e877b9f191	
1	knowledge			"Arten von Tapeten Arten von Wandtapeten
Arten von Wandbekleidungen aus Papier"		Verschiedene Arten von Tapeten wie Textil- und Nicht-Textil-Tapeten, Glasfasertapeten und Mustertapete und die Tapezierverfahren.												http://data.europa.eu/esco/skill/9383aafd-2415-4b54-9437-d9e7f4d9ec80	
1	knowledge			Gewindewalzenbauteile		Verschiedene Teile einer Gewindewalze, wie die radiale und vertikale Walzkraft, die Profilfläche, die Warenbahn, die Ramme, der Sensor für die vertikale Walzkraft sowie die Qualitäten und Anwendungen dieser Teile.												http://data.europa.eu/esco/skill/9394cd4b-4f91-48c2-ab11-d2894a2f5126	
1	knowledge			Informationskategorisierung		Der Prozess der Einstufung der Informationen in Kategorien und die Darstellung der Beziehungen zwischen den Daten für einige klar definierte Zwecke.												http://data.europa.eu/esco/skill/93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6	
1	knowledge			rechtsmedizinische Aufklärung		Verfahren und Methodik für die Sammlung und Analyse rechtsmedizinischer Erkenntnisse und Daten für Ermittlungszwecke.												http://data.europa.eu/esco/skill/93f1caa3-df33-4de7-98da-40f5fc30fd52	
1	knowledge			Islam		Die Traditionen, Zeremonien und Geschichte des Islams sowie sein derzeitiges System.												http://data.europa.eu/esco/skill/94145c4e-453f-47f0-9803-2bf9eef112a1	
1	knowledge			Biologie		Gewebe, Zellen und Funktionen von Pflanzen- und tierischen Organismen und ihre wechselseitigen Abhängigkeiten und Wechselwirkungen untereinander sowie mit der Umwelt.												http://data.europa.eu/esco/skill/9433da85-70fa-4a25-8f96-71fa59dd1989	
1	knowledge			Milchviehproduktion		Verständnis der Lebenszyklen des Tieres in Bezug auf die Milcherzeugung und die fachlichen und wirtschaftlichen Aspekte der Milcherzeugung.												http://data.europa.eu/esco/skill/944c8843-dcea-4883-af9a-f265d21a75a3	
1	knowledge			Geowissenschaft		Die Wissenschaft, die sich mit der Erforschung des Planeten Erde befasst, einschließlich Geologie, Meteorologie, Ozeanografie und Astronomie. Dazu gehören auch die Zusammensetzung, die Strukturen und die Prozesse der Erde.												http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba	
1	knowledge			digitale Bildverarbeitung		"Die verschiedenen Aspekte und Verfahren der Bildverarbeitung und -manipulation wie Bildinterpolation, Aliasing, Bildverbesserung, Kontraststreckung, Histogrammverarbeitung und -entzerrung, Singulärwertzerlegung und -entzerrung, Wavelets-Filterung und viele andere.
   "												http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8	
1	knowledge			Verbraucherrecht		Das Rechtsgebiet, das die Beziehung zwischen Verbrauchern und Unternehmen regelt, die Waren oder Dienstleistungen bereitstellen, einschließlich Verbraucherschutz und Bestimmungen zu vorschriftswidrigen Geschäftspraktiken.												http://data.europa.eu/esco/skill/947e6a15-5539-43e2-b62f-6a52fd57e0a0	
1	knowledge			Prinzipien der Bewässerung Grundsätze der Bewässerung		Methoden, Grundsätze und Systeme zur Versorgung von Landflächen oder Anbaupflanzen mit Wasser durch Rohrleitungen, Sprinkler, Gräben oder Bäche.												http://data.europa.eu/esco/skill/94812554-043f-4ffd-838e-583eccf3e297	
1	knowledge			strategische Planung		Die Elemente, die die Grundlage und den Kern einer Organisation definieren, wie etwa ihr Auftrag, ihre langfristige Vorstellung, ihre Werte und ihre Ziele.												http://data.europa.eu/esco/skill/949ced5f-7536-4614-ac60-563ffc91a2f2	
1	knowledge			"reproduktive Gesundheit Reproduktionsmedizin
Reproduktionsgesundheit"		Die Fortpflanzungsprozesse, die Funktionen und das System in allen Lebensphasen unter sicheren und legalen Bedingungen, Schwangerschaft und Entbindung, moderne Verhütung, sexuell übertragbare Krankheiten und Genitalverstümmelung bei Frauen.												http://data.europa.eu/esco/skill/949ee0a9-d22b-4a56-bc7a-7ed35bf0b839	
1	knowledge			"pharmazeutische Verfahren pharmazeutische Prozesse
Arzneimittelherstellung"		Die Techniken, Grundsätze und Verfahren, die sich mit der Herstellung und dem Mischen von pharmazeutischen Inhaltsstoffen und Erzeugnissen wie Aspirin, antiviralen Arzneimitteln und anderen Arten von Arzneimitteln befassen.												http://data.europa.eu/esco/skill/94bbdb2d-b70e-4e42-8977-f4627b42a0a6	
1	knowledge			Abläufe von Reisebuchungen		Die verschiedenen Schritte, aus denen sich ein Buchung für Reisezwecke zusammensetzt, ihre Ausführung und etwaige weitere relevante Maßnahmen.												http://data.europa.eu/esco/skill/94c41e56-2a55-4fbb-a03b-e3ca2080d0f2	
1	knowledge			"Iridologie Irisdiagnostik
Augendiagnostik
Irisanalyse"		Eine Behandlung mit alternativen Arzneimitteln, die auf dem Gedanken beruht, dass die Muster und anderen Merkmale der Iris den gesamten Körper abbilden und somit die physischen, geistigen oder emotionalen Gesundheitsbeschwerden durch die Betrachtung der Iris wahrgenommen werden können.												http://data.europa.eu/esco/skill/94c4faa4-5859-45c5-9382-db2b67c45691	
1	knowledge			Verarbeitung von Ölsaaten		Verarbeitung von Ölsaaten, von der Reinigung und dem Schälen der öligen Saat über die Zerkleinerung, Konditionierung und Erhitzung bis hin zur Filterung und Neutralisierung.												http://data.europa.eu/esco/skill/94d63e16-396a-4af8-a001-9fa39f7813cb	
1	knowledge			IuK-Projektmanagement		Die Methoden für die Planung, Durchführung, Überprüfung und Weiterverfolgung von IKT-Projekten, z. B. Entwicklung, Integration, Veränderung und Verkauf von IKT-Produkten und -Dienstleistungen, sowie Projekte, die technologische Innovation auf dem Gebiet der IKT betreffen.												http://data.europa.eu/esco/skill/94dd823c-148e-4614-a6e8-99249b16357d	
1	knowledge			Foniatrie Phoniatrie		Untersuchung der Ursachen und Behandlung verschiedener Fehlfunktionen der Stimmbänder, des Kehlkopfes (z. B. Kehlkopfkrebs), des Mundes oder der Lunge, die meist zu Sprachstörungen führen.												http://data.europa.eu/esco/skill/94ebc6cb-9cd0-4f17-941e-29927cf5d616	
1	knowledge			Gebäudeheizungsanlagen		Moderne und traditionelle Heizsysteme mit Gas, Holz, Öl, Biomasse, Solarenergie und anderen erneuerbaren Energiequellen sowie die entsprechenden Energieeinsparungsgrundsätze.												http://data.europa.eu/esco/skill/95013213-ee67-493b-86d0-e383e0f72482	
1	knowledge			Schleifverfahren Schleiftechniken		Die verschiedenen Schleifverfahren (z. B. das gleichzeitige Schleifen mehrerer Werkstücke) sowie die verschiedenen Schleifpapiere für verschiedene Oberflächen.												http://data.europa.eu/esco/skill/95097774-1a0e-4501-a3d9-b0f31973e02d	
1	knowledge			soziale Anleihen		"Eine Reihe von Finanzinstrumenten, die darauf abzielen, Kapital für Projekte mit positiven sozialen Auswirkungen zu beschaffen, und die bei Erreichen bestimmter sozialpolitischer Ziele eine Rendite bieten. Soziale Anleihen werden in der Regel zur Finanzierung von Projekten in Bereichen wie erschwingliche Infrastrukturen, Zugang zu grundlegenden Dienstleistungen, Beschäftigungsprogramme, Ernährungssicherheit und nachhaltige Ernährungssysteme eingesetzt.
	"												http://data.europa.eu/esco/skill/956487a3-5b0b-4d03-8d0e-01e71fb65482	
1	knowledge			Volksgesundheit öffentliche Gesundheit		Die Grundsätze der Gesundheit und der Krankheit, die die Bevölkerung betreffen, einschließlich der Mittel für Gesundheitsförderung und Prävention sowie Versorgung innerhalb des gewohnten Lebensumfelds und medizinische Erstversorgung.												http://data.europa.eu/esco/skill/9570e84e-6699-4c9f-9a12-7bc82d53a231	
1	knowledge			natürliche Nahrungsressourcen		Der Standort, die Eigenschaften und die Zubereitung von sicheren und ess- bzw. trinkbaren Naturprodukten wie Obst, Pflanzen, Fleisch und Süßwasser oder wiederaufbereitetem Wasser.												http://data.europa.eu/esco/skill/9582094d-e08c-4df2-a6f1-7c321724f273	
1	knowledge			Sprachtechnik Sprechtechnik		Die Geschichte und die Merkmale der Atem-, Stimm- und Sprechtechnik.												http://data.europa.eu/esco/skill/95930ceb-4d39-44d1-a361-b60bad7df2e5	
1	knowledge			Setzmaschinen		Die verschiedenen Setzmaschinen. Dazu gehören Linotype-, Monotype- und Fotosetzmaschinen. Setzmaschinen werden für das Zusammenstellen von Buchstaben und Zeichen zu Streifen oder Zeilen verwendet.												http://data.europa.eu/esco/skill/959637fa-7505-4497-8c71-f3b6f4bbe389	
1	knowledge			therapeutische Massage		Massagetechniken zur Linderung von Schmerzen und anderer Symptome, die mit einer Reihe unterschiedlicher Erkrankungen verbunden sind.												http://data.europa.eu/esco/skill/95992467-644f-4178-97ad-b0e50a8ab084	
1	knowledge			Schmiedeverfahren		Die verschiedenen Prozesse der Metallformung beim Schmieden, z. B. Gesenkschmieden, Freiformschmieden, Präzisionsschmieden, Walzschmieden, Stauchen, Pressschmieden usw.												http://data.europa.eu/esco/skill/95b3f4dc-f57f-414a-82b3-eaa22afee5ad	
1	knowledge			Elektronik		Funktionsweise elektronischer Leiterplatten, Prozessoren, Chips und Computer-Hardware und -Software, einschließlich Programmierung und Anwendungen. Anwendung dieses Wissens, um sicherzustellen, dass ein reibungsloses Funktionieren der Elektronik gewährleistet ist.												http://data.europa.eu/esco/skill/95c35c3a-035f-47c2-90cf-7e934d20fc08	
1	knowledge			Usability Engineering		Methoden zur Bewertung der Nutzerfreundlichkeit und zur Ableitung strukturierter Empfehlungen aus den Ergebnissen einer Gebrauchstauglichkeitsprüfung in Bezug auf die Bedürfnisse und Verhaltensweisen von Nutzern, um eine effizient und elegant Gestaltung der Benutzerschnittstelle zu erreichen.												http://data.europa.eu/esco/skill/95ee5e38-5c1e-4cd2-a21d-6921390025a9	
1	knowledge			Fremdsprachen für internationale Karrieren		Sprachen der Länder, in denen es einen potenziellen Zielarbeitsmarkt gibt, um die eigene Karriere zu fördern.												http://data.europa.eu/esco/skill/960c4aae-82d5-4820-a583-c3bf2908a357	
1	knowledge			Herstellung von Rauchtabakerzeugnissen Herstellung von Rauchtabakprodukten		Die Verfahren, Materialien und Techniken zur Herstellung verschiedener, zum Rauchen bestimmter Tabakerzeugnisse wie Zigarren, Feinschnitttabak, Pfeifentabak und Zigaretten.												http://data.europa.eu/esco/skill/96108a5a-1e9e-49aa-958e-4beff7e694f9	
1	knowledge			Bau von Binnenschiffen		Verständnis des Baus und Aufbaus von Binnenschiffen. Betrieb eines Schiffes unter Einhaltung der Vorschriften des Schiffsbaurechts.												http://data.europa.eu/esco/skill/962c3758-7fc8-4ee1-95b2-73b5efcd4684	
1	knowledge			Metaphysik		Die philosophische Forschung, die sich mit der Entdeckung und Erläuterung der ersten Begründungen der Dinge und der grundlegenden Ideen befasst, mit denen Menschen die Welt wie zum Beispiel das Sein, die Zeit und Gegenstände einstufen.												http://data.europa.eu/esco/skill/9630a367-09bb-46ca-93b9-76d48dd3d395	
1	knowledge			"Videospielerstellungssysteme Systeme zum Erstellen von Videospielen
Spiel-Engine
3D-Engine
Systeme zur Erstellung digitaler Spiele
Videospielerstellungssystem
Videospielentwicklungssysteme
Systeme zur Entwicklung digitaler Spiele
Videospiel-Middleware
Videospiel-Erstellungssysteme
Videospiel-Engine
Systeme zur Erstellung von Videospielen RPG Maker
Arsys Engine
UbiArt Framework
Gamebryo
NeoAxis Engine
Clausewitz Engine
RuneTek
4A Engine
Scimitar
TGEA
PhyreEngine
3D MMORPG Game Engine
HPL Engine
MT Framework
CPAL3D
ShiVa3D
K2 Engine
Flare3D
Dunia Engine
Unigine
BigWorld
Panta Rhei
Onyx Engine
Infinity Engine
M.U.G.E.N
Nebula Device
Flixel
Dagor Engine
Panda3D
GoldSrc
S2Engine HD
Antiryad Gx"		Die integrierten Entwicklungsumgebungen und spezialisierten Gestaltungswerkzeugen für die rasche Iteration von von Nutzern geschaffenen Computerspielen.												http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960	
1	knowledge			Verkehrsträgermärkte		Kenntnis der verschiedenen Verkehrsträger und ihrer Marktchancen in Europa.												http://data.europa.eu/esco/skill/967131b6-a1d5-4870-b2d3-318403ce5d5c	
1	knowledge			Philosophie		Die verschiedenen philosophischen Systeme, ihre Grundprinzipien, ihre Werte, ihre Ethik, ihre Denkweisen, Bräuche, Praktiken und ihre Auswirkungen auf die menschliche Kultur.												http://data.europa.eu/esco/skill/967b60c2-4657-4ffc-bcaf-aab565793f97	
1	knowledge			Windows Phone		Die Systemsoftware „Windows Phone“ besteht aus Funktionen, Beschränkungen, Architekturen und anderen Merkmalen von Betriebssystemen, die auf mobilen Geräten betrieben werden.												http://data.europa.eu/esco/skill/968ea96d-42d0-44fe-94b0-f11d84a8234d	
1	knowledge			Schlüsselrisikoindikatoren		"Die entscheidenden Prädiktoren für ungünstige Ereignisse, die sich nachteilig auf Organisationen auswirken können. Sie überwachen Veränderungen in der Risikoexposition und tragen zu den Frühwarnsignalen bei, die es den Organisationen ermöglichen, Risiken zu melden, Krisen zu verhindern und ihre Auswirkungen rechtzeitig abzumildern.
	"												http://data.europa.eu/esco/skill/96a893b6-4520-4daa-89c1-b79487505da2	
1	knowledge			Latein		Die lateinische Sprache.												http://data.europa.eu/esco/skill/96e70743-6a84-4fee-b226-fe10cddb266e	
1	knowledge			"Rapid Application Development RAD
schnelle Anwendungsentwicklung"		Das Modell „Rapid Application Development“ ist eine Methodik für die Entwicklung von Softwaresystemen und Anwendungen.												http://data.europa.eu/esco/skill/96eb286a-58b7-45ff-a916-5578d0b79b8c	
1	knowledge			E-Landwirtschaft		"Entwicklung und Anwendung innovativer IKT-Lösungen in der Landwirtschaft, im Gartenbau, im Weinbau, in der Fischerei, in der Forstwirtschaft und in der Viehwirtschaft.
	"												http://data.europa.eu/esco/skill/97272b3e-d497-4420-893d-612b15d377d9	
1	knowledge			"Heißvulkanisation Heißvulkanisierung
Heißvulkanisieren"		Technik, die für die Reparatur geringfügig verschlissener Reifen verwendet wird, z. B. bei Nagelschäden, und die darin besteht, eine Gummilösung in die beschädigte Stelle zu injizieren und den Reifen einer Hitzebehandlung zu unterziehen, um das Verschmelzen des neuen und des alten Gummi-Materials zu ermöglichen.												http://data.europa.eu/esco/skill/972a27ad-413f-4f4f-9465-3d5c51db3cf9	
1	knowledge			"mobile Betriebssysteme Firefox OS
Ubuntu Touch OS
Tizen
Sailfish OS"		Funktionen, Beschränkungen, Architekturen und andere Merkmale von Betriebssystemen für mobile Geräte, z. B. Android oder iOS.												http://data.europa.eu/esco/skill/976455eb-5bbe-4493-ae64-ed16c3b009ea	
1	knowledge			grüne Logistik ökologische Logistik		Wissen über die grüne Logistik, bei der erhebliche Anstrengungen unternommen werden, um die ökologischen Auswirkungen von Logistikaktivitäten zu minimieren.												http://data.europa.eu/esco/skill/97902800-f9e0-4a73-8826-6cc42f874a18	
1	knowledge			3D-Modellierung 3D-Modelling		Die Entwicklung einer mathematischen Darstellung einer dreidimensionalen Oberfläche eines Gegenstands mittels spezieller Software. Das Produkt wird als 3D-Modell bezeichnet. Das 3D-Modell kann durch ein Verfahren, das als 3D-Rendering bezeichnet wird, als zweidimensionales Bild dargestellt werden oder in einer Computersimulation physikalischer Prozesse verwendet werden. Das Modell kann auch physisch mit 3D-Druckgeräten erstellt werden.												http://data.europa.eu/esco/skill/97965983-0da4-4902-9daf-d5cd2693ef73	
1	knowledge			"Individualarbeitsrecht Arbeitsrecht
Arbeitsvertragsrecht"		Das Recht, das die Beziehung zwischen Arbeitnehmern und Arbeitgebern regelt. Er betrifft die Rechte der Arbeitnehmer am Arbeitsplatz, die durch den Arbeitsvertrag verbindlich sind.												http://data.europa.eu/esco/skill/97b713f0-b9e8-4903-8dee-7e0b4019a1c0	
1	knowledge			"Methoden der Instrumentenstimmung Stimmtechniken
Stimmverfahren
Stimmungsmethoden"		Physische Stimmung und Techniken und physikalische Stimmungen für die verschiedenen Instrumente.												http://data.europa.eu/esco/skill/97b890ff-acd7-46ad-8d3a-4186f4d42bbf	
1	knowledge			Datenanalyse		"Die Wissenschaft der Analyse und Entscheidungsfindung auf der Grundlage von Rohdaten, die aus verschiedenen Quellen gesammelt wurden. Dazu gehört auch die Kenntnis von Techniken, die Algorithmen verwenden, um aus diesen Daten Erkenntnisse oder Trends abzuleiten und damit Entscheidungsfindungsprozesse zu unterstützen.
   "												http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378	
1	knowledge			QlikView Expressor		Das Computerprogramm „QlikView Expressor“ ist ein Tool zur Integration von Informationen aus mehreren Anwendungen, die von Organisationen erstellt und gepflegt werden, in eine konsistente und transparente Datenstruktur, die von Qlik entwickelt wurde.												http://data.europa.eu/esco/skill/97bdd757-29d4-4126-92a6-07608825aa3b	
1	knowledge			Verordnungen für die Europäischen Struktur- und Investitionsfonds		"Die Verordnungen, das abgeleitete Recht und die politischen Dokumente, die die Europäischen Struktur- und Investitionsfonds regeln, einschließlich der gemeinsamen allgemeinen Bestimmungen und der für die verschiedenen Fonds geltenden Verordnungen. Dazu gehört auch die Kenntnis der entsprechenden nationalen Rechtsakte.
	"												http://data.europa.eu/esco/skill/981616a1-2718-419c-b99f-53460cd873a8	
1	knowledge			Sicherheitsvorrichtungen in Aufzugsanlagen		Die verschiedenen Mechanismen, mit denen verhindert werden soll, dass ein Aufzug fällt. Betrieb des Geschwindigkeitsbegrenzers und Mechanismen für das Eingreifen der Sicherheitsbremse.												http://data.europa.eu/esco/skill/98296642-26b2-4ef0-97f4-38c84603e2e4	
1	knowledge			"Geschäftsprozessmodellierung Geschäftsprozesse modellieren
Modellierung von Geschäftsprozessen
Geschäftsprozeßmodellierung
Prozessmodellierung"		Instrumente, Methoden und Begriffe wie Geschäftsprozessmodell und -notation (BPMN) und Business Process Execution Language (BPEL), die dazu dienen, die Merkmale eines Geschäftsprozesses zu beschreiben und zu analysieren und seine Weiterentwicklung zu modellieren.												http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb	
1	knowledge			Techniken der Kontaktlinsenanpassung		Die für die Anpassung von Kontaktlinsen verwendeten Techniken und Werkzeuge.												http://data.europa.eu/esco/skill/98a1406e-c57c-4eb8-9992-33833d7db810	
1	knowledge			Techniken von Herrenfriseuren		Die verschiedenen Techniken, die zum Schneiden und zur Pflege von Herrenfrisuren und -bärten eingesetzt werden, z. B. Formen, Stufen und Effilieren.												http://data.europa.eu/esco/skill/98b28b00-81e6-41f0-8283-2335c9f5d3f3	
1	knowledge			Möbelpflegeprodukte		Die Produkte zur Reinigung und Erhaltung der Qualität von Möbeln im Reinigungsverfahren wie Möbelreiniger, Wachs, Politur oder Öl.												http://data.europa.eu/esco/skill/98d019f2-c6b5-4d6a-b28f-8a15c4d6cf61	
1	knowledge			Arten von Tabakblättern Sorten von Tabakblättern		Arten von Tabaksorten und -varietäten und deren Merkmale. Verknüpfung von Attributen mit Zigarren- oder Zigarettenproduktanforderungen.												http://data.europa.eu/esco/skill/98d7a8fd-62a7-45eb-acfb-84531967bc5d	
1	knowledge			Klassische Antike		Die Zeit in der Geschichte, die von der altgriechischen und altrömischen Kultur geprägt war (vor dem Mittelalter).												http://data.europa.eu/esco/skill/98e4ec60-3940-427b-a23f-710c1acfb9ff	
1	knowledge			Hygienemaßnahmen für die Zucht in Aquakulturen		Die Hygiene- und Sauberkeitsstandards, die für eine wirksame Kontrolle von Pilzen und anderen Parasiten unter intensiven Kulturbedingungen unerlässlich sind.												http://data.europa.eu/esco/skill/98efbf90-3786-4f20-832a-887a2cfdece9	
1	knowledge			Stofflegung in der Modeindustrie Stofflegung in der Modebranche		Vorbereitender Arbeitsschritt für das Zuschneiden von Stoffstücken, bei der Stoffschichten in einer im Vorhinein festgelegten Richtung übereinander gelegt werden, und die Beziehung zwischen der richtigen und der falschen Seite des Stoffes.												http://data.europa.eu/esco/skill/98f86f4c-99cb-42c0-9422-1c2aef143963	
1	knowledge			"Rösten von Kaffee Kaffeeröstung
Kaffeerösten"		Röstkaffeeherstellung und -kunde.												http://data.europa.eu/esco/skill/990c3121-1662-4421-a378-42f542ac94b1	
1	knowledge			"Resource-Description-Framework-Abfragesprache RDF-Anfragesprache
Abfragesprache für Resource Description Framework
SPAR-Abfragesprache
RDF-Abfragesprache
Datenbankabfragesprache
Abfragesprachen für Resource Description Framework
SPARQL"		Die Abfragesprache (z. B. SPARQL ), die zur Abfrage und Manipulation von Daten verwendet werden, die im Format „Resource Description Framework“ (RDF) gespeichert sind.												http://data.europa.eu/esco/skill/99207709-d076-4cce-ba38-e90d3bb28806	
1	knowledge			CoffeeScript		Techniken und Grundsätze der Softwareentwicklung, wie Analyse, Algorithmen, Codierung, Tests und Zusammenstellung von Programmierparadigmen in CoffeeScript.												http://data.europa.eu/esco/skill/993b1e23-f2de-4bd8-b33f-f86dde1c8e9d	
1	knowledge			Krebsrisiken		Risikofaktoren in Verbindung mit Krebs wie Rauchen, HIV, Strahlung, Adipositas, Alkohol, Umweltursachen und Ernährung.												http://data.europa.eu/esco/skill/99550622-4c7f-4bba-884b-d4b03dbaf91d	
