ElementID	Dimension	Type Level 1	Type Level 2	Type Level 3	Type Level 4	Definition	Industry	Bildungsweg 1	Bildungsweg 2	Bildungsweg 3	Bildungsweg 4	Bildungsweg 5	Bildungsweg 6	Bildungsweg 7	Bildungsweg 8	Bildungsweg 9	Bildungsweg 10	Source	Connection SwissICT Model
5.1.10	Kompetenz	Fachkompetenz	Application Engineering	Analysieren und objektbasiert programmieren mit Komponenten		Eine Aufgabe analysieren  mit einer Entwicklungsumgebung mit integriertem GUI-Designer implementieren, dokumentieren und testen.	ICT	Informatiker/in EFZ, Applikationsentwicklung	Informatiker/in EFZ, Plattformentwicklung	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	Betriebsinformatiker/in EFZ	Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia						
5.1.11	Kompetenz	Fachkompetenz	Application Engineering	Applikationen entwerfen und implementieren		Die Lernenden kennen die Grundlagen des Programmierens, deren Herkunft, ihrer Voraussetzungen und sind in der Lage im Beruflichen Umfeld Probleme zu verstehen und Lösungen dafür zu entwickeln.	ICT	Informatiker/in EFZ, Betriebsinformatik	Betriebsinformatiker/in EFZ										
5.1.12	Kompetenz	Fachkompetenz	Application Engineering	Objektorientiert Programmieren		Applikationen und Schnittstellen objektorientiert modellieren, implementieren, testen und dokumentieren.	ICT	Informatiker/in EFZ, Applikationsentwicklung	Informatiker/in EFZ, Plattformentwicklung	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	ICT-Fachfrau/-mann EFZ	Betriebsinformatiker/in EFZ	Gebäudeinformatiker/in EFZ, Gebäudeautomation	Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia	Gebäudeinformatiker/in EFZ, Planung			
5.1.13	Kompetenz	Fachkompetenz	Application Engineering	Verteilte Systeme programmieren		Verteilte Systeme analysieren, verstehen, planen, erweitern und anwenden, sowie bestehende Applikationen in ein verteiltes System überführen.	ICT	Informatiker/in EFZ, Applikationsentwicklung	Informatiker/in EFZ, Plattformentwicklung	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	ICT-Fachfrau/-mann EFZ	Betriebsinformatiker/in EFZ	Gebäudeinformatiker/in EFZ, Gebäudeautomation	Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia	Gebäudeinformatiker/in EFZ, Planung			
5.1.14	Kompetenz	Fachkompetenz	Application Engineering	Benutzerschnittstellen entwerfen und implementieren		Entwirft und implementiert Benutzerschnittstellen für eine Applikation. Beachtet dabei Standards und ergonomische Anforderungen.	ICT	Informatiker/in EFZ, Applikationsentwicklung	Informatiker/in EFZ, Betriebsinformatik	Betriebsinformatiker/in EFZ									Ergonomie, Usability
5.1.15	Kompetenz	Fachkompetenz	Application Engineering	Funktional Programmieren		Algorithmen und Teile von Applikationen deklarativ beschreiben und funktional implementieren.	ICT	Informatiker/in EFZ, Applikationsentwicklung	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	Betriebsinformatiker/in EFZ	Gebäudeinformatiker/in EFZ, Gebäudeautomation							
5.1.16	Kompetenz	Fachkompetenz	Application Engineering	DevOps-Prozesse mit Tools unterstützen		Setzt automatisierende Tools für die verschiedenen Prozesschritte der Applikationsentwicklung ein (“Continuous Intergation/Continuous Deployment”).	ICT	Informatiker/in EFZ, Applikationsentwicklung	Informatiker/in EFZ, Plattformentwicklung	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	ICT-Fachfrau/-mann EFZ	Betriebsinformatiker/in EFZ						
5.1.17	Kompetenz	Fachkompetenz	Application Engineering	Objektorientiert entwerfen und implementieren		Eine objektorientierte Analyse (OOA) in ein objektorientiertes Design (OOD) überführen, implementieren, testen und dokumentieren.	ICT	Informatiker/in EFZ, Applikationsentwicklung	Informatiker/in EFZ, Plattformentwicklung	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	ICT-Fachfrau/-mann EFZ	Betriebsinformatiker/in EFZ						
5.1.18	Kompetenz	Fachkompetenz	Application Engineering	Objektorientiert entwerfen und implementieren		Eine objektorientierte Analyse (OOA) in ein objektorientiertes Design (OOD) überführen, implementieren, testen und dokumentieren.	ICT	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	Betriebsinformatiker/in EFZ									
5.1.19	Kompetenz	Fachkompetenz	Application Engineering	Mobile-Applikation realisieren		Eine Applikation für mobile Geräte nach Vorgabe umsetzen und testen	ICT	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	ICT-Fachfrau/-mann EFZ	Betriebsinformatiker/in EFZ	Gebäudeinformatiker/in EFZ, Gebäudeautomation	Gebäudeinformatiker/in EFZ, Planung						
5.1.20	Kompetenz	Fachkompetenz	Application Engineering	Dienst mit Container anwenden		Erkennt Unterschiede der Containeranwendungsmöglichkeiten im eigenen beruflichen Alltag. Entwickelt mittels einer geeigneten Containerkomposition eine ICT-Lösung für den eigenen Betrieb oder für das betriebliche Umfeld.	ICT	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	Betriebsinformatiker/in EFZ									
5.1.21	Kompetenz	Fachkompetenz	Application Engineering	Programmabläufe prozedural implementieren		Aufgrund einer Vorgabe Programmabläufe prozedural erstellen, testen und dokumentieren.	ICT	Informatiker/in EFZ, Applikationsentwicklung	Informatiker/in EFZ, Plattformentwicklung	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	ICT-Fachfrau/-mann EFZ	Betriebsinformatiker/in EFZ	Gebäudeinformatiker/in EFZ, Gebäudeautomation	Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia	Gebäudeinformatiker/in EFZ, Planung			
5.1.22	Kompetenz	Fachkompetenz	Application Engineering	Objektbasiert programmieren nach Vorgabe		Vorgabe interpretieren, objektbasiert mit einer Programmiersprache implementieren, dokumentieren und testen.	ICT	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	Betriebsinformatiker/in EFZ	Gebäudeinformatiker/in EFZ, Planung								
5.1.23	Kompetenz	Fachkompetenz	Application Engineering	Datenstrukturen und Algorithmen entwerfen und anwenden		Problemstellung analysieren und mit geeigneten Datenstrukturen und Algorithmen eine Lösung umsetzen, testen und dokumentieren.	ICT	Informatiker/in EFZ, Applikationsentwicklung	Informatiker/in EFZ, Betriebsinformatik	Betriebsinformatiker/in EFZ									
5.1.24	Kompetenz	Fachkompetenz	Application Engineering	Software mit agilen Methoden entwickeln		Agile Methoden zur Softwareentwicklung in Release-Zyklen anwenden.	ICT	Informatiker/in EFZ, Betriebsinformatik	Betriebsinformatiker/in EFZ										
5.1.25	Kompetenz	Fachkompetenz	Application Engineering	Analyse für eine Applikation entwickeln		Entwickelt ausgehend von den funktionalen und nicht‐funktionalen Anforderungen an eine Applikation die Artefakte der objektorientierten Analyse. Führt Machbarkeitsabklärungen hinsichtlich der technischen Umsetzbarkeit von Anforderungen durch.	ICT	Informatiker/in EFZ, Betriebsinformatik	Betriebsinformatiker/in EFZ										
5.1.26	Kompetenz	Fachkompetenz	Application Engineering	Logisches Design einer Applikation entwickeln		Entwickelt ausgehend von der Analyse die Artefakte des objektorientierten Designs für die Applikation.	ICT	Informatiker/in EFZ, Plattformentwicklung	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	Betriebsinformatiker/in EFZ	Gebäudeinformatiker/in EFZ, Planung							
5.1.27	Kompetenz	Fachkompetenz	Application Engineering	Physisches Design einer Applikation implementieren		Entwickelt und implementiert das physische Design, um funktionale und nicht‐funktionale Anforderungen einer Applikation in geeigneter Form umzusetzen.	ICT	Informatiker/in EFZ, Plattformentwicklung	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	Betriebsinformatiker/in EFZ	Gebäudeinformatiker/in EFZ, Planung							
5.1.28	Kompetenz	Fachkompetenz	Application Engineering	Entwicklungsumgebung bereitstellen		Plant und realisiert den Einsatz von Werkzeugen einer Entwicklungsumgebung über den gesamten Lebenszyklus einer Applikation.	ICT	Informatiker/in EFZ, Plattformentwicklung	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	Betriebsinformatiker/in EFZ								
5.1.29	Kompetenz	Fachkompetenz	Application Engineering	ICT-Enterprise-Architektur entwickeln		Entwickelt unter Berücksichtigung der ICT-Strategie, der spezifischen Geschäftsanforderungen sowie technologischen Trends die ICT Enterprise-Architektur (EA) für seinen Leistungsbereich und steuert deren Umsetzung und Überwachung.	ICT	Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia											Architekturen
5.1.30	Kompetenz	Fachkompetenz	Application Engineering	ICT-Applikations-Portfolio bewirtschaften		Definiert, entwickelt und bewirtschaftet abgestimmt auf die ICT Enterprise-Architektur (EA), die Lizensierungsmodelle, die LifeCycle-Informationen und das Portfolio der Applikationen und Technologien im eigenen Leistungsbereich.	ICT	Informatiker/in EFZ, Plattformentwicklung	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	Betriebsinformatiker/in EFZ	Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia	Gebäudeinformatiker/in EFZ, Planung						
5.1.31	Kompetenz	Fachkompetenz	Application Engineering	ICT-Entwicklungsprozess definieren		Definiert die Entwicklungsprozesse und die Entwicklungsorganisation, um eine der ICT Enterprise-Architektur (EA) sowie den anstehenden Entwicklungsvorhaben angemessenes und effizientes Vorgehen zu gewährleisten und setzt dieses adäquat um.	ICT	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	Betriebsinformatiker/in EFZ	Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia	Gebäudeinformatiker/in EFZ, Planung							
5.2.1	Kompetenz	Fachkompetenz	Building Systems Engineering	GA-Komponenten analysieren und prüfen		"Analysiert Gebäudeautomatisationskomponenten (GA-Komponente) bis 230 Volt anhand einer Dokumentation und zieht Rückschlüsse auf die weitere Verarbeitung (Anschluss, Erweiterung, Entsorgung). Schliesst GA-Komponenten gemäss den aktuellen Normen sowie anerkannten Regeln der Technik an. 
Das Modul bildet die Grundlage für die Konzession gemäss NIV (Niederspannungs-Installationsverordnung Artikel 15, Absatz 4)."	ICT	Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia											
5.2.2	Kompetenz	Fachkompetenz	Building Systems Engineering	Technische Dokumentationen in der Gebäudeautomation interpretieren		Analysiert und interpretiert verschiedene technische Dokumentationen der Gebäudeautomation (GA) und leitet Massnahmen für die weiteren Arbeitsschritte ab.	ICT	Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia											
5.2.3	Kompetenz	Fachkompetenz	Building Systems Engineering	Integrale Funktionen konfigurieren		Definiert übergeordnete, zentral gesteuerte Funktionen in einem Gebäude und setzt alle notwendigen Schritte für eine vollständige Konfiguration um.	ICT	Informatiker/in EFZ, Applikationsentwicklung											
5.2.4	Kompetenz	Fachkompetenz	Building Systems Engineering	GA-System an Management- und Drittsysteme anbinden		Bindet ein GA-System auf der Grundlage von definierten Anforderungen an ein Management- und Drittsystem an. Testet die Anbindung sowie das Gesamtsystem und nimmt sie in Betrieb.	ICT	Informatiker/in EFZ, Applikationsentwicklung	Informatiker/in EFZ, Betriebsinformatik	Betriebsinformatiker/in EFZ									
5.2.5	Kompetenz	Fachkompetenz	Building Systems Engineering	Regel- und Steuerfunktionen in Lüftungssystemen implementieren		Definiert die Regel- und Steuerfunktionen in Lüftungsanlagen auf Basis des Funktionsbeschriebs und der aktuellen Technologien. Programmiert und implementiert die verschiedenen Funktionen eines einfachen Lüftungssystems.	ICT	Informatiker/in EFZ, Applikationsentwicklung											
5.2.6	Kompetenz	Fachkompetenz	Building Systems Engineering	Regel- und Steuerfunktionen in Heizungssystemen implementieren		Definiert die Regel- und Steuerfunktionen in Heizungsanlagen auf Basis des Funktionsbeschriebs und der aktuellen Technologien. Implementiert die verschiedenen Funktionen einer einfachen Heizungsanlage.	ICT	Informatiker/in EFZ, Applikationsentwicklung	Informatiker/in EFZ, Betriebsinformatik	Betriebsinformatiker/in EFZ									
5.2.7	Kompetenz	Fachkompetenz	Building Systems Engineering	Licht- und Beschattungsfunktionen implementieren		Implementiert und parametriert die verschiedenen Funktionen einer Licht- und Beschattungssteuerung eines modernen Einfamilienhauses anhand gegebener Anforderungen.	ICT	Informatiker/in EFZ, Applikationsentwicklung											
5.2.8	Kompetenz	Fachkompetenz	Building Systems Engineering	Raumklimafunktionen implementieren		Parametriert und optimiert die Steuer- und Regelfunktionen für das Raumklima in Bezug auf Behaglichkeit und Energieoptimierung.	ICT	Informatiker/in EFZ, Applikationsentwicklung											
5.2.9	Kompetenz	Fachkompetenz	Building Systems Engineering	Energieflüsse am Gebäude visualisieren		Misst die Energieflüsse eines Gebäudes und visualisiert die Daten in geeigneter Form.	ICT	Informatiker/in EFZ, Systemtechnik											
5.2.10	Kompetenz	Fachkompetenz	Building Systems Engineering	Gebäudetechnische Sicherheitsfunktionen implementieren		Definiert die Sicherheitsfunktionen auf Basis von Anforderungen sowie anhand aktueller Technologien und setzt diese für einfache Haussteuerungen um.	ICT	Informatiker/in EFZ, Plattformentwicklung	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	Betriebsinformatiker/in EFZ								
5.2.11	Kompetenz	Fachkompetenz	Building Systems Engineering	GA-System in Betrieb nehmen und optimieren		Organisiert die Inbetriebnahme von Gebäudeautomationssystemen (GA-Systemen) gemäss Vorgaben des Auftraggebers und führt diese mit Hilfe der beteiligten Unternehmen aus. Stellt mögliche Fehlerquellen fest und behebt diese, wenn möglich selbstständig.	ICT	Informatiker/in EFZ, Plattformentwicklung	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	Betriebsinformatiker/in EFZ								
5.2.12	Kompetenz	Fachkompetenz	Building Systems Engineering	Komplexe Voice- und Video-Systeme in Betrieb nehmen		Integriert Komponenten von Voice- und Video-Systemen in komplexe Netzwerke und vernetzt diese zu einem funktionierenden KMM-Gesamtsystem. Testet das Voice- und Video-System und hält die Testergebnisse fest.	ICT	Informatiker/in EFZ, Plattformentwicklung	Informatiker/in EFZ, Betriebsinformatik	Informatiker/in EFZ, Systemtechnik	Betriebsinformatiker/in EFZ								
5.2.13	Kompetenz	Fachkompetenz	Building Systems Engineering	Einfache Multimedia-Systeme in Betrieb nehmen		Plant einfache Multimedia-Systeme, indem die Anforderungen definiert, Lösungen skizziert und geeignete Komponenten ausgewählt werden. Konfiguriert einzelne Komponenten und integriert diese zu einem vollständigen einfachen Multimedia-System.	ICT	Gebäudeinformatiker/in EFZ, Kommunikation und Multimedia											
5.2.14	Kompetenz	Fachkompetenz	Building Systems Engineering	Komplexe Multimedia-Systeme in Betrieb nehmen		Plant komplexe Multimedia-Systeme, indem Anforderungen definiert, Lösungen skizziert und geeignete Komponenten ausgewählt werden. Konfiguriert Komponenten und Schnittstellen von komplexen Multimedia-Systemen und integriert diese in Drittsysteme.	ICT	ICT-System- und Netzwerktechniker/in EFA											
5.2.15	Kompetenz	Fachkompetenz	Building Systems Engineering	Erweiterte Dienste zur Verfügung stellen		Stellt erweiterte Dienste für eigene, Fremd- und Drittsysteme zur Verfügung. Berücksichtigt dabei die Anforderungen an Funktionalität, Wartung, Sicherheit und Schutz der Systeme.	ICT	Informatiker/in EFZ, Applikationsentwicklung	Informatiker/in EFZ, Plattformentwicklung										
5.2.16	Kompetenz	Fachkompetenz	Building Systems Engineering	Erweiterte System-Dienste verknüpfen und zur Verfügung stellen		Verknüpft eigene, Dritt- und Fremdsysteme zu einer gesamtheitlichen Lösung. Konfiguriert, integriert und testet dabei die relevanten Schnittstellen und deren Komponenten.	ICT	Informatiker/in EFZ, Applikationsentwicklung	Informatiker/in EFZ, Plattformentwicklung										
5.2.17	Kompetenz	Fachkompetenz	Building Systems Engineering	GKM-Komponenten installieren und anschliessen		Installiert und prüft Elektroinstallationen bis 230 Volt für ein einfaches GKM-System. Analysiert Fehler in bestehenden UKV-, LWL- und Funk-Installationen und behebt diese. Wendet dabei Massnahmen zur Arbeitssicherheit situationsgerecht und korrekt an.	ICT	Informatiker/in EFZ, Applikationsentwicklung											
5.2.18	Kompetenz	Fachkompetenz	Building Systems Engineering	GA-Systeme in Betrieb nehmen		Überprüft die Anlagenprogrammierungen für Gebäudeautomations-Systeme (GA-Systeme) anhand der vorgegebenen Dokumente. Nimmt GA-Systeme in Betrieb und führt sie zu einem integralen Gesamtsystem inkl. Anlagenvisualisierung, Energie- & Hardwaremonitoring zusammen.	ICT	ICT-System- und Netzwerktechniker/in EFA											
5.2.19	Kompetenz	Fachkompetenz	Building Systems Engineering	KMM-Systeme in Betrieb nehmen		Überprüft die Anlagenprogrammierungen für Kommunikations- und Multimediasystemen (KMM-Systeme) in einem Einfamilienhaus anhand der vorgegebenen Dokumente. Nimmt KMM-Systeme in Betrieb und führt diese zu einem integralen Gesamtsystem inkl. Anlagen-visualisierung sowie Hard- und Softwaremonitoring zusammen.	ICT	ICT-Applikationsentwickler/in EFA	ICT-System- und Netzwerktechniker/in EFA	Wirtschaftsinformatiker/in EFA	Mediamatiker/in EFA								
5.2.20	Kompetenz	Fachkompetenz	Building Systems Engineering	Schnittstellen von GKM-Systemen planen und einrichten		Plant die Schnittstellen zwischen einzelnen GKM-Systemen und nimmt diese in Betrieb. Richtet die Schnittstellen so ein, dass die Gesamtfunktionalität gewährleistet ist. Führt die abschliessenden Schnittstellen -Tests durch und dokumentiert diese.	ICT	Wirtschaftsinformatiker/in EFA											
5.2.21	Kompetenz	Fachkompetenz	Building Systems Engineering	GA-Komponenten anschliessen		Demontiert und montiert Gebäudeautomatisations-Komponenten (GA-Komponenten) im Feld oder in Schaltgerätekombinationen. Bindet die montierten GA-Komponenten verdrahtungstechnisch ins GA-System ein und bereitet sie für den Datenpunkttest vor.	ICT	Informatiker/in EFZ, Plattformentwicklung											
5.2.22	Kompetenz	Fachkompetenz	Building Systems Engineering	Einfache Haussteuerung umsetzen		Setzt eine einfache Haussteuerung mit verschiedenen Gebäude- und Sicherheitsfunktionen.	ICT	ICT-Applikationsentwickler/in EFA	ICT-System- und Netzwerktechniker/in EFA	Wirtschaftsinformatiker/in EFA	Mediamatiker/in EFA								
5.2.23	Kompetenz	Fachkompetenz	Building Systems Engineering	GA-Komponenten bis 230V erweitern und prüfen		Demontiert und montiert unter Beachtung der einschlägigen Regeln der Technik eine Gebäudeautomations-Komponente (GA-Komponente) bis hin zum elektrischen Anschluss. Bereitet die montierten GA-Komponenten bis 230 Volt fachgerecht für die Inbetriebnahme vor, führt die Erstprüfung gemäss NIV Niederspannungs-Installationsverordnung Artikel 24 durch und protokolliert diese in geeigneter Form. Das Modul bildet die Grundlage für die Konzession gemäss NIV Niederspannungs-Installationsverordnung Artikel 15, Absatz 4.	ICT	ICT-Applikationsentwickler/in EFA	ICT-System- und Netzwerktechniker/in EFA										
